Cust_ID,Target,Age,Gender,Balance,Occupation,No_OF_CR_TXNS,SCR,Holding_Period
C3448,0,50,M,41207.31,SELF-EMP,19,378,3
C3449,0,50,M,402186.25,SENP,5,698,17
C345,0,26,M,10889.24,SAL,16,984,25
C3450,0,35,M,6961.66,PROF,0,122,4
C3451,0,26,M,445977.26,SENP,10,131,14
C3452,0,43,M,213499.13,SENP,9,881,19
C3453,0,28,M,26483.63,SELF-EMP,5,103,31
C3454,0,30,M,232918.2,SENP,4,836,6
C3455,1,40,M,27125.53,PROF,10,946,10
C3456,0,36,M,129144.75,SENP,6,600,22
C3457,0,52,M,326016.46,SENP,1,472,26
C3458,0,35,M,13123.87,SENP,14,513,15
C3459,0,34,M,152217.26,SELF-EMP,12,496,13
C346,0,50,M,31656.48,SAL,41,837,2
C3460,0,30,M,35896.8,SENP,3,558,23
C3461,0,26,M,26571.56,SENP,19,702,31
C3462,0,26,M,332386.27,PROF,9,189,19
C3463,0,30,M,756995.89,PROF,18,546,5
C3464,0,54,M,2329.49,SENP,10,868,12
C3465,0,47,M,239669.55,SENP,20,995,2
C3466,0,31,M,19245.92,SENP,8,988,2
C3467,0,42,M,213575.04,SELF-EMP,1,146,24
C3468,0,45,M,16887.17,SENP,10,296,28
C3469,0,30,M,192445.11,SELF-EMP,11,434,15
C347,0,31,M,20211.18,SAL,37,694,3
C3470,1,32,M,189253.56,SENP,16,732,6
C3471,0,28,M,641121.15,SENP,15,397,21
C3472,1,44,M,11454.04,PROF,9,580,6
C3473,0,30,M,395840.36,SENP,14,379,16
C3474,0,45,M,99247.87,SENP,6,427,28
C3475,0,30,M,425954.57,SENP,14,420,31
C3476,0,37,M,105289.81,SENP,6,968,15
C3477,0,36,M,27664.11,SENP,5,674,13
C3478,0,48,M,2614.03,SENP,12,569,29
C3479,0,45,M,45796.77,SENP,1,668,21
C348,0,44,M,72969.68,SELF-EMP,8,155,24
C3480,0,27,M,542645.97,SAL,2,869,5
C3481,0,31,M,267819.44,SENP,13,691,23
C3482,1,43,M,316182.5,SAL,3,269,6
C3483,0,46,M,30407.9,SENP,17,780,28
C3484,0,36,M,88135.91,SENP,13,699,7
C3485,0,42,M,371325.2,SENP,12,743,15
C3486,0,47,M,11242.14,SENP,0,444,23
C3487,0,40,M,391229.7,SENP,2,542,28
C3488,0,43,M,67028.7,SENP,20,109,1
C3489,0,45,M,449198.23,SENP,13,623,28
C349,0,54,M,54833.18,SAL,43,111,12
C3490,0,52,M,302443.85,SENP,19,809,28
C3491,0,40,M,258459.7,SENP,18,165,8
C3492,0,28,M,108190.09,PROF,12,862,18
C3493,0,21,M,194895.19,SENP,10,145,18
C3494,0,28,M,488317.03,SENP,18,970,18
C3495,0,29,M,39720.93,PROF,4,550,29
C3496,0,42,M,79465.62,SENP,6,104,17
C3497,1,51,M,143425.61,SENP,19,732,10
C3498,0,55,M,386917.26,SENP,11,650,5
C3499,0,32,M,3570.72,SELF-EMP,13,222,27
C35,0,42,O,32834.81,SAL,36,446,8
C350,0,29,M,64576.12,SAL,32,328,24
C3500,0,41,M,49566.32,SENP,12,472,1
C3501,0,39,M,15614.55,SENP,5,683,19
C3502,0,31,M,9055.73,SENP,16,858,29
C3503,0,31,M,23714.08,SENP,18,159,8
C3504,1,55,M,89540.08,PROF,4,700,6
C3505,1,27,M,418430.69,SENP,0,701,10
C3506,0,45,M,11533.36,SENP,7,260,24
C3507,0,33,M,75039.05,PROF,1,496,5
C3508,0,38,M,622736.15,SENP,0,694,7
C3509,0,34,M,160077.67,SENP,10,916,16
C351,0,41,M,39638.99,SELF-EMP,16,193,24
C3510,0,32,M,117779.02,PROF,5,273,24
C3511,0,43,M,198466.56,PROF,15,506,27
C3512,0,23,M,160434.18,SENP,13,220,2
C3513,0,29,M,85765.22,SENP,8,827,26
C3514,0,45,M,26031.28,SENP,4,682,11
C3515,1,35,M,87854.56,SENP,7,227,10
C3516,0,25,M,242949.07,SENP,3,605,25
C3517,0,45,M,465014.73,SENP,7,112,21
C3518,0,55,M,210383.23,PROF,20,842,7
C3519,0,55,M,50220.95,PROF,12,380,25
C352,1,43,M,76223.49,SELF-EMP,37,726,6
C3520,0,34,M,26864.82,PROF,6,861,21
C3521,0,31,M,216687.85,SELF-EMP,7,317,2
C3522,0,34,M,412644.49,SENP,8,792,3
C3523,0,45,M,318051.33,SENP,7,604,9
C3524,0,21,M,201531.4,SENP,9,629,17
C3525,0,27,M,167177.79,PROF,8,386,23
C3526,0,32,M,323869.83,SELF-EMP,3,655,26
C3527,0,27,M,104437.85,PROF,16,660,24
C3528,1,41,M,89195.07,SENP,17,513,10
C3529,0,46,M,17110.83,SENP,10,294,24
C353,1,42,M,93055.07,SELF-EMP,28,312,10
C3530,0,41,M,250416.02,SENP,5,628,20
C3531,0,44,M,151361.88,SENP,8,750,5
C3532,0,35,M,11518.98,PROF,15,968,15
C3533,0,52,M,664961.15,SENP,2,551,19
C3534,0,32,M,398429.76,PROF,3,268,13
C3535,0,27,M,10103.87,SELF-EMP,10,546,9
C3536,0,42,M,191086.17,SENP,6,217,29
C3537,0,41,M,395837.96,SENP,12,760,28
C3538,0,26,M,19948.82,SAL,14,775,3
C3539,0,28,M,43619.17,SENP,20,463,15
C354,0,53,M,85212.36,SELF-EMP,22,447,13
C3540,0,53,M,79997.17,SELF-EMP,6,659,20
C3541,0,55,M,288067.82,SENP,7,889,16
C3542,0,34,M,30637.84,SENP,2,814,11
C3543,0,31,M,205922.07,PROF,0,521,25
C3544,0,53,M,35300.21,SENP,0,882,11
C3545,0,55,M,359077.08,SENP,7,628,1
C3546,0,32,M,516841.02,PROF,15,531,26
C3547,0,34,M,294699.74,PROF,7,703,16
C3548,0,45,M,30191.76,SELF-EMP,6,877,17
C3549,0,50,M,16679.52,SELF-EMP,20,616,1
C355,0,42,M,32212.45,SELF-EMP,48,581,21
C3550,0,34,M,121516.24,SAL,10,952,6
C3551,0,44,M,85507.96,SENP,8,327,17
C3552,0,53,M,180393.2,SELF-EMP,8,646,31
C3553,0,27,M,132671.05,SELF-EMP,9,889,30
C3554,0,36,M,215255.74,SELF-EMP,4,211,22
C3555,0,31,M,88594.33,SENP,3,321,20
C3556,0,30,M,385467.65,PROF,18,962,7
C3557,0,28,M,13450.61,SENP,8,974,19
C3558,0,41,M,117012.84,SENP,16,133,25
C3559,0,36,M,499952.49,SELF-EMP,15,906,16
C356,0,42,M,1416.77,SELF-EMP,42,138,28
C3560,0,44,M,55475.21,SELF-EMP,9,244,9
C3561,0,38,M,223579.74,SELF-EMP,19,585,13
C3562,0,54,M,370580.69,SELF-EMP,12,189,12
C3563,0,35,M,28821.6,SENP,20,607,29
C3564,0,46,M,267494.89,PROF,14,661,4
C3565,0,54,M,257062.53,PROF,16,763,21
C3566,0,32,M,24724.14,SENP,18,336,12
C3567,0,51,M,778.56,SENP,18,686,28
C3568,0,54,M,441463.92,PROF,14,262,7
C3569,0,38,M,460365,SELF-EMP,17,649,9
C357,1,37,M,3193.83,SELF-EMP,35,943,1
C3570,0,32,M,346625.76,PROF,7,521,15
C3571,0,36,M,29950.82,SENP,10,613,16
C3572,0,28,M,572765.31,SENP,13,404,23
C3573,1,47,M,290342.06,SENP,10,857,10
C3574,0,35,M,21695.37,SENP,11,108,11
C3575,0,33,M,90644.1,SELF-EMP,10,245,29
C3576,0,48,M,384668.15,SENP,2,656,8
C3577,0,46,M,25963.26,PROF,5,953,7
C3578,0,38,M,57971.88,SELF-EMP,6,732,25
C3579,0,25,M,11241.08,SENP,3,167,7
C358,0,41,M,1056.95,SELF-EMP,49,383,27
C3580,0,26,M,46242.17,PROF,14,719,25
C3581,0,46,M,65619.23,SENP,9,262,28
C3582,0,42,M,19957.41,SENP,18,283,10
C3583,0,43,M,65514.92,SELF-EMP,3,880,12
C3584,0,38,M,6167.26,PROF,18,532,25
C3585,0,40,M,216991.01,SENP,4,466,13
C3586,0,31,M,81094.85,SENP,19,935,23
C3587,0,29,M,3567.39,SENP,6,117,9
C3588,0,28,M,4635.23,SENP,7,995,1
C3589,0,36,M,72031.55,PROF,9,934,2
C359,0,51,M,3242.36,SELF-EMP,0,447,16
C3590,0,27,M,60894.82,SENP,7,384,28
C3591,0,38,M,26198.23,SENP,4,410,10
C3592,0,38,M,114543.09,PROF,9,588,3
C3593,0,36,M,388479.17,SELF-EMP,1,246,18
C3594,0,47,M,362966.11,SENP,7,721,29
C3595,0,30,M,429408.88,SELF-EMP,1,125,27
C3596,1,28,M,93000.19,SELF-EMP,7,614,5
C3597,0,55,M,77338.24,SENP,4,338,17
C3598,0,52,M,100128.03,SELF-EMP,15,111,7
C3599,0,40,M,61762.92,SELF-EMP,15,455,31
C36,0,30,O,148096.36,PROF,33,818,7
C360,0,51,M,14156.59,SELF-EMP,43,454,1
C3600,0,33,M,77933.8,SENP,0,745,4
C3601,0,52,M,95000.75,SENP,18,347,13
C3602,0,53,M,12723.94,SENP,1,849,31
C3603,0,54,M,140508.22,PROF,13,315,2
C3604,0,47,M,89774.21,SENP,2,854,2
C3605,0,51,M,8094.31,SELF-EMP,15,544,28
C3606,0,53,M,222224.93,SENP,11,589,13
C3607,0,42,M,165564.91,SELF-EMP,11,557,29
C3608,0,38,M,233896.22,SENP,19,871,17
C3609,0,51,M,10783.33,SENP,5,355,22
C361,0,39,M,5375.83,PROF,2,210,13
C3610,0,31,M,10180.43,SENP,17,977,31
C3611,0,42,M,81140.63,SENP,16,497,10
C3612,0,46,M,34310.8,SAL,17,201,9
C3613,0,35,M,94152.82,SENP,7,255,22
C3614,0,42,M,61341.8,SENP,9,943,2
C3615,0,46,M,21293.7,SENP,4,579,25
C3616,0,37,M,43777.52,SENP,18,177,3
C3617,0,30,M,102914.13,SENP,15,960,9
C3618,0,31,M,73876.55,SENP,9,913,28
C3619,0,28,M,33202.17,PROF,1,154,20
C362,1,47,F,1182.32,SELF-EMP,19,954,1
C3620,0,50,M,240274.6,PROF,8,278,11
C3621,1,31,M,150104.8,SELF-EMP,16,310,5
C3622,1,40,M,180454.28,SENP,3,344,5
C3623,0,32,M,87322.59,PROF,13,994,15
C3624,0,53,M,124430.45,SENP,14,126,8
C3625,0,49,M,249728.46,SENP,1,256,12
C3626,0,26,M,186508.26,SENP,9,555,27
C3627,0,52,M,40940.23,SENP,19,467,16
C3628,0,42,M,140078.64,SENP,4,649,24
C3629,0,51,M,88566.64,SENP,1,824,18
C363,1,36,F,5935.06,SELF-EMP,12,888,3
C3630,0,53,M,118887.48,SENP,12,773,2
C3631,0,37,M,62342.81,SENP,7,858,1
C3632,0,52,M,34035.44,SENP,2,613,7
C3633,0,43,M,156311.5,SENP,10,315,18
C3634,0,27,M,21923.82,PROF,6,427,11
C3635,0,27,M,408449.83,SENP,16,667,30
C3636,0,38,M,92064.55,SELF-EMP,9,445,28
C3637,0,34,M,6673.38,SENP,10,752,27
C3638,0,51,M,122049.95,SENP,0,290,27
C3639,0,31,M,54377.54,SAL,5,586,4
C364,1,43,F,13389.08,SELF-EMP,13,897,8
C3640,0,49,M,38674.21,PROF,10,760,31
C3641,0,23,M,29348.28,SENP,14,363,16
C3642,0,46,M,96959.37,PROF,20,668,16
C3643,0,25,M,245897.37,SELF-EMP,8,875,28
C3644,0,33,M,50864.12,SELF-EMP,15,769,21
C3645,0,33,M,228194.24,PROF,1,824,7
C3646,0,32,M,25952.54,SENP,1,643,22
C3647,1,46,M,565140.85,SELF-EMP,19,195,5
C3648,0,27,M,164666.68,SENP,9,769,26
C3649,0,51,M,380750.26,SENP,7,421,16
C365,1,37,F,5588.28,SELF-EMP,38,996,6
C3650,0,49,M,313788.92,SAL,11,354,26
C3651,0,50,M,141947.11,SELF-EMP,5,601,1
C3652,0,28,M,7707.4,SELF-EMP,10,150,11
C3653,0,50,M,182806.72,SENP,18,443,10
C3654,0,25,M,345283.11,SELF-EMP,5,535,28
C3655,0,37,M,46661.73,SENP,10,840,12
C3656,0,29,M,685301.43,SELF-EMP,19,832,24
C3657,0,31,M,59128.98,SENP,17,812,23
C3658,0,54,M,238472.7,SENP,3,108,24
C3659,0,30,M,334627.05,SAL,6,641,30
C366,1,47,F,7026.9,SELF-EMP,27,904,4
C3660,0,36,M,93833.23,SENP,5,469,26
C3661,0,52,M,269792.05,PROF,11,324,19
C3662,0,48,M,41295.5,SENP,9,585,12
C3663,0,39,M,58732.8,SENP,1,695,11
C3664,0,35,M,154498.66,SENP,12,153,17
C3665,0,47,M,163475.56,SENP,1,724,16
C3666,0,54,M,50808.45,SENP,3,626,20
C3667,0,31,M,5390.42,PROF,8,992,29
C3668,0,40,M,461379.84,PROF,14,189,9
C3669,0,31,M,151255.63,PROF,8,192,11
C367,0,54,M,13340.27,SELF-EMP,12,729,1
C3670,0,48,M,18072.91,PROF,5,691,6
C3671,0,53,M,100968.1,PROF,11,842,2
C3672,0,54,F,337234.07,PROF,1,119,6
C3673,0,25,F,350998.37,SENP,6,954,10
C3674,0,40,F,146635.14,SENP,10,852,10
C3675,0,52,F,79153.8,SENP,20,786,26
C3676,0,30,F,19235.89,PROF,18,525,18
C3677,0,34,F,36675.53,PROF,8,600,18
C3678,0,49,F,90290.04,SELF-EMP,17,510,26
C3679,0,32,F,220010.96,SAL,1,322,31
C368,0,46,M,5060.06,SELF-EMP,35,684,29
C3680,0,45,F,255974.21,SENP,10,166,31
C3681,1,45,F,24049,PROF,9,139,5
C3682,0,35,F,308260.52,SENP,14,977,25
C3683,0,36,F,76787.19,SELF-EMP,8,596,13
C3684,0,30,F,61643.56,SENP,8,609,21
C3685,0,46,F,32184.03,PROF,11,346,15
C3686,0,29,F,25318.96,PROF,11,504,27
C3687,0,28,F,209917.27,SENP,14,190,6
C3688,0,42,F,374469.61,PROF,17,456,3
C3689,0,39,F,201077.51,SENP,9,124,22
C369,0,53,M,3001.23,SELF-EMP,21,721,9
C3690,0,50,F,225451.61,SELF-EMP,20,670,18
C3691,0,44,F,176817.8,SELF-EMP,4,376,10
C3692,0,33,F,20586.98,PROF,6,485,1
C3693,0,33,F,215516.93,SENP,11,947,10
C3694,0,45,F,156200.27,SENP,18,338,22
C3695,0,28,F,36017.65,SENP,2,916,10
C3696,0,37,F,16605.15,PROF,1,433,25
C3697,0,50,F,19268.69,SENP,2,301,12
C3698,0,43,F,331873.35,SENP,15,954,19
C3699,0,54,F,148918.95,SENP,20,689,10
C37,0,39,O,81890.14,SAL,26,726,31
C370,0,35,M,874.62,SELF-EMP,22,750,25
C3700,0,47,F,198062.39,SENP,11,205,20
C3701,0,31,F,80982.56,PROF,11,239,15
C3702,0,25,F,488433.19,PROF,11,172,12
C3703,0,25,F,141771.05,SENP,2,843,25
C3704,0,53,F,68248.98,SENP,4,445,1
C3705,0,34,F,737561.86,PROF,20,939,27
C3706,0,23,F,580119.16,SENP,20,956,2
C3707,0,53,F,218912.43,SENP,18,914,25
C3708,0,43,F,22333.65,SENP,5,881,23
C3709,0,51,F,80351.7,PROF,2,742,9
C371,0,53,M,8748.64,SELF-EMP,3,942,1
C3710,0,55,F,67719.16,SENP,20,668,25
C3711,0,46,F,307417.39,PROF,3,401,4
C3712,0,28,F,194037.82,SENP,0,758,8
C3713,0,40,F,253455.1,SENP,8,625,30
C3714,0,41,F,107458.68,SENP,5,134,6
C3715,0,50,F,488793.48,SELF-EMP,19,907,24
C3716,0,25,F,23406.74,SENP,11,593,6
C3717,0,49,F,70009.81,PROF,4,437,15
C3718,0,35,F,326212.67,PROF,6,442,12
C3719,0,35,F,120843.16,SELF-EMP,9,794,24
C372,0,36,M,8435.94,SELF-EMP,20,348,18
C3720,0,24,F,17182.78,SAL,9,610,16
C3721,0,34,F,472365.27,PROF,8,124,1
C3722,0,31,F,10519.38,PROF,9,914,30
C3723,0,23,F,49915.13,SENP,8,761,27
C3724,1,46,F,424257.64,SAL,11,312,5
C3725,0,40,F,6581.5,SENP,4,101,5
C3726,0,37,F,96501.11,SENP,10,993,21
C3727,0,26,F,281107.61,PROF,20,293,28
C3728,0,38,F,81789.1,SENP,3,335,22
C3729,0,37,F,77066.04,SENP,20,937,1
C373,0,45,M,6088.17,SELF-EMP,33,758,1
C3730,0,50,F,225423.6,SENP,0,673,31
C3731,0,39,F,16801.07,SELF-EMP,15,253,26
C3732,0,30,F,39170.87,SENP,6,426,4
C3733,0,34,F,32610.31,SENP,13,929,6
C3734,0,38,F,483277.64,SENP,6,528,15
C3735,0,38,F,51113.05,PROF,10,194,26
C3736,0,35,F,521546.99,PROF,4,106,27
C3737,0,46,F,216692.76,SENP,10,975,3
C3738,0,40,F,82453.42,SAL,6,522,4
C3739,0,31,F,36900.7,PROF,9,404,20
C374,0,50,M,178674.59,SELF-EMP,26,366,14
C3740,0,31,F,97860.5,SENP,18,112,3
C3741,0,24,F,392260.97,SELF-EMP,10,748,31
C3742,0,34,F,24468.22,SELF-EMP,13,447,9
C3743,0,50,F,369002.22,SENP,12,503,5
C3744,0,24,F,796502.5,SENP,18,670,21
C3745,0,24,F,29159.77,SELF-EMP,5,849,20
C3746,0,37,F,78482.34,SELF-EMP,15,196,20
C3747,0,31,F,384598.01,SENP,9,106,22
C3748,0,36,F,101335.07,SENP,16,611,31
C3749,0,32,F,109951.43,PROF,12,521,18
C375,0,36,M,7102.01,PROF,33,210,1
C3750,0,37,F,209341.25,SENP,18,568,11
C3751,0,33,F,289983.31,SELF-EMP,14,423,24
C3752,0,33,F,129505.7,SELF-EMP,16,473,25
C3753,0,33,F,86931.33,SELF-EMP,17,123,18
C3754,0,51,F,447635.78,SAL,15,434,17
C3755,0,43,F,488589.56,SENP,5,470,5
C3756,0,23,F,20771.7,SELF-EMP,17,133,14
C3757,0,31,F,95362.81,SENP,7,101,12
C3758,0,51,F,491942.16,SELF-EMP,3,839,7
C3759,0,38,F,611857.79,SENP,18,823,16
C376,0,55,M,1965.25,SELF-EMP,1,761,15
C3760,0,38,F,36339.44,SENP,1,431,19
C3761,0,51,F,227999.92,SENP,2,328,15
C3762,0,36,F,18173.99,SELF-EMP,5,574,21
C3763,0,32,F,509440.68,PROF,13,546,13
C3764,0,37,F,154259.69,SENP,1,217,19
C3765,0,51,F,236443.9,SENP,1,765,18
C3766,0,27,F,392261.5,SENP,5,339,30
C3767,0,27,F,473271.01,SELF-EMP,15,561,5
C3768,0,28,F,329827.31,SENP,10,412,18
C3769,0,37,F,43727.96,SAL,10,356,3
C377,0,45,M,5238.15,SELF-EMP,22,633,31
C3770,0,53,F,278133.44,SENP,14,195,13
C3771,0,29,F,39202.24,SENP,0,190,24
C3772,0,35,F,493785.62,SENP,20,520,4
C3773,0,46,F,358427.51,SENP,9,816,6
C3774,0,32,F,9597.58,SENP,8,618,6
C3775,0,37,F,489507.44,PROF,17,302,9
C3776,0,39,F,2485.97,SENP,3,827,25
C3777,0,42,F,304503.38,PROF,3,624,1
C3778,0,54,F,374606.41,PROF,20,503,21
C3779,0,42,F,72661.65,SENP,7,361,15
C378,0,51,M,346418.51,SAL,39,172,25
C3780,0,45,F,317063.58,SENP,0,352,26
C3781,0,28,F,9162.39,SENP,2,908,6
C3782,0,24,F,448226.16,SELF-EMP,10,601,13
C3783,0,35,F,292841.91,SENP,18,914,8
C3784,0,35,F,83260.76,PROF,2,430,22
C3785,0,50,F,479143.21,SELF-EMP,9,231,1
C3786,0,52,F,83839.55,SENP,10,819,8
C3787,0,42,F,364807.79,SENP,20,118,31
C3788,0,45,F,44170.61,SENP,18,758,10
C3789,0,27,F,89726.66,SENP,11,733,19
C379,0,48,M,74984.51,SELF-EMP,45,577,12
C3790,0,31,F,549311.21,SAL,3,213,11
C3791,0,45,F,343989.68,SAL,19,705,5
C3792,0,23,F,46096.2,SAL,4,202,15
C3793,0,33,F,387173.23,SAL,12,422,27
C3794,0,48,F,163383.27,SELF-EMP,4,760,24
C3795,0,37,F,30241.04,SENP,18,428,7
C3796,0,53,F,40661.75,SENP,12,388,24
C3797,0,37,F,10310.28,SENP,16,970,14
C3798,0,30,F,34949.39,SENP,7,949,11
C3799,0,29,F,23719.48,SELF-EMP,18,681,19
C38,0,36,O,99252.2,SAL,46,460,21
C380,1,44,M,32498.49,SELF-EMP,16,844,15
C3800,0,54,F,8194.31,SENP,0,415,17
C3801,0,35,F,32161.18,SENP,16,823,5
C3802,0,31,F,259827.44,SENP,8,476,4
C3803,0,49,F,191410.04,SELF-EMP,11,151,17
C3804,0,35,F,25393.7,PROF,7,864,23
C3805,0,37,F,84015.32,SELF-EMP,16,533,27
C3806,0,54,F,3061.88,SELF-EMP,20,570,10
C3807,0,24,F,422002.42,SENP,10,964,31
C3808,0,42,F,20210.67,SENP,3,296,3
C3809,0,25,F,146750.46,SENP,11,329,27
C381,0,41,M,37083.3,SELF-EMP,9,909,20
C3810,0,25,F,219695.6,SENP,2,444,25
C3811,0,53,F,32932.07,SENP,12,357,8
C3812,0,45,F,497143.59,PROF,16,747,30
C3813,0,37,F,119107.88,SENP,11,628,12
C3814,0,32,F,49186.31,SENP,3,697,27
C3815,0,42,F,198086.09,SELF-EMP,18,677,10
C3816,0,55,F,457187.04,PROF,17,158,1
C3817,0,31,F,735620.12,SELF-EMP,18,417,9
C3818,0,28,F,448125.69,SELF-EMP,2,830,8
C3819,0,45,F,15464.4,SELF-EMP,9,538,15
C382,0,47,M,11576.42,SELF-EMP,37,151,29
C3820,0,23,F,315463.85,SELF-EMP,10,245,1
C3821,0,32,F,3802.92,PROF,18,458,2
C3822,0,38,F,107635.36,PROF,2,771,12
C3823,0,25,F,683428.05,PROF,20,768,26
C3824,0,30,F,518594.91,PROF,4,358,9
C3825,0,49,F,587361.28,SELF-EMP,20,395,30
C3826,0,38,F,26262.68,SELF-EMP,3,500,8
C3827,0,55,F,76191.85,SELF-EMP,6,468,11
C3828,0,24,F,20104.33,SELF-EMP,1,680,9
C3829,0,43,F,75506.01,SELF-EMP,2,512,16
C383,0,41,M,1959.19,SELF-EMP,10,401,29
C3830,0,37,F,40312.29,SELF-EMP,18,312,31
C3831,0,33,F,62124.14,SELF-EMP,8,885,31
C3832,0,30,F,146682.2,SENP,10,100,24
C3833,0,41,F,3074.98,SENP,11,537,13
C3834,0,52,F,160528.98,SENP,17,338,18
C3835,0,35,F,176040.94,SENP,2,602,5
C3836,0,36,F,9874.93,SENP,15,928,18
C3837,0,38,F,38991.19,SENP,9,383,11
C3838,0,52,F,502016.92,SENP,9,710,2
C3839,0,45,F,658591.56,SENP,3,654,14
C384,0,28,M,22972.64,SELF-EMP,2,987,2
C3840,0,33,F,83184.7,SENP,11,416,10
C3841,0,37,F,397581.29,SENP,11,740,5
C3842,0,43,F,184230.62,PROF,5,520,16
C3843,0,34,F,453251.26,PROF,0,218,30
C3844,0,55,F,49305,PROF,10,891,26
C3845,0,31,F,59162.79,PROF,7,155,5
C3846,0,31,F,266586.6,SENP,3,199,7
C3847,0,41,F,223408.07,SENP,17,549,11
C3848,0,39,F,4113.29,SENP,11,247,24
C3849,0,34,F,51640.07,SENP,11,146,14
C385,0,49,M,4461.53,SELF-EMP,25,994,28
C3850,0,51,F,11558.06,SENP,6,275,5
C3851,0,55,F,310971.82,SENP,5,885,28
C3852,0,31,F,33751.12,SENP,5,412,30
C3853,0,27,F,502107.27,PROF,15,827,1
C3854,0,46,F,17163.55,PROF,6,397,14
C3855,0,33,F,71057.97,PROF,18,522,21
C3856,0,47,F,375927.93,PROF,15,555,2
C3857,0,46,F,286060.06,SENP,2,279,26
C3858,0,32,F,119940.34,SENP,11,562,8
C3859,0,30,F,343820.24,SENP,5,935,1
C386,0,30,M,3800.64,SELF-EMP,2,654,26
C3860,0,53,F,26441.25,SENP,17,514,7
C3861,0,27,F,155137.39,SENP,5,282,19
C3862,0,52,F,300706.88,SENP,1,924,10
C3863,0,27,F,305808.47,SENP,0,443,12
C3864,0,36,F,583456.23,SENP,20,475,28
C3865,0,35,F,45403.32,SENP,10,817,8
C3866,0,35,F,72687.47,PROF,14,417,4
C3867,0,54,F,37669.24,PROF,4,898,19
C3868,0,36,F,82232.62,SENP,14,432,12
C3869,0,27,F,25672.8,SENP,2,742,16
C387,0,32,M,93217.74,SELF-EMP,28,835,24
C3870,0,46,F,90057.6,SENP,20,939,18
C3871,0,35,F,6635.19,SENP,4,633,4
C3872,0,31,F,78309.43,SENP,11,636,11
C3873,0,42,F,29821.61,SENP,9,333,12
C3874,0,22,F,435434.58,SENP,4,122,29
C3875,0,32,F,400930.92,SENP,11,423,18
C3876,0,38,F,41226.08,SENP,16,954,14
C3877,0,55,F,264320.89,PROF,9,262,26
C3878,0,55,F,20735.29,SENP,12,558,18
C3879,0,50,F,361720.92,SENP,10,632,15
C388,0,35,M,495989.12,SAL,22,879,22
C3880,0,44,F,47156.34,SENP,18,348,24
C3881,0,29,F,218800.57,PROF,13,956,22
C3882,0,35,F,126036.46,SAL,12,310,17
C3883,0,50,F,33703.73,PROF,8,343,25
C3884,0,33,F,63528.32,SENP,6,454,31
C3885,0,35,F,313115.94,SENP,11,949,14
C3886,0,26,F,7604.19,SENP,18,836,19
C3887,0,50,F,37187.47,PROF,16,999,22
C3888,0,47,F,66050.98,SENP,13,931,15
C3889,0,41,F,126466.62,SENP,10,409,19
C389,0,23,M,649066.6,PROF,19,561,1
C3890,0,47,F,0,SENP,6,665,15
C3891,0,29,F,10860.45,SENP,16,984,10
C3892,0,31,F,86853.86,PROF,9,348,28
C3893,0,38,F,51801.24,SENP,5,976,27
C3894,0,33,F,464810.91,PROF,10,560,3
C3895,0,25,F,411150.95,PROF,18,900,12
C3896,0,40,F,142146.89,SENP,0,419,6
C3897,0,44,F,47320.23,SENP,3,921,2
C3898,0,53,F,456658.64,SENP,18,751,30
C3899,0,35,F,13799.98,SENP,10,619,2
C39,0,31,F,38338.05,SELF-EMP,9,349,1
C390,1,41,M,14302.55,PROF,18,946,6
C3900,0,52,F,15022.6,PROF,6,391,8
C3901,0,51,F,15016.95,SENP,7,186,3
C3902,0,39,F,15022.6,SENP,18,359,6
C3903,0,40,F,337553,SENP,17,739,19
C3904,0,51,F,57488.76,SENP,2,898,10
C3905,0,44,F,119967.51,SENP,7,483,28
C3906,0,47,F,59713.84,PROF,20,144,11
C3907,0,34,F,186182.84,PROF,0,412,13
C3908,0,38,F,1014596.08,SENP,8,919,26
C3909,0,30,F,439887.11,SAL,20,361,8
C391,0,44,M,7606.13,SAL,14,992,10
C3910,0,30,F,12652.35,SENP,14,609,2
C3911,0,30,F,131538.13,PROF,17,116,1
C3912,0,29,F,43389.12,SENP,14,815,10
C3913,0,42,F,501472.6,SAL,5,188,30
C3914,0,39,F,693945.38,SENP,9,791,20
C3915,0,31,F,6909.7,SENP,8,718,28
C3916,0,55,F,458922.28,SENP,13,131,2
C3917,0,32,F,88340.77,SENP,19,740,7
C3918,0,32,F,407189.27,SENP,20,536,14
C3919,0,42,F,91391.71,PROF,11,110,2
C392,0,22,M,593147.47,SAL,23,541,24
C3920,0,29,F,220121.65,SENP,8,287,2
C3921,0,29,F,847485.49,SENP,6,502,15
C3922,0,24,F,285306.8,PROF,6,748,24
C3923,0,25,F,334018.98,PROF,12,288,8
C3924,0,24,F,490288.64,PROF,11,522,20
C3925,0,30,F,18801.17,SENP,12,800,11
C3926,0,49,F,37357.75,SENP,18,402,10
C3927,0,29,F,196775.82,PROF,0,866,16
C3928,0,26,F,243464.59,SENP,9,728,1
C3929,0,34,F,20567.62,SENP,11,240,13
C393,0,28,M,13617.84,SAL,46,411,8
C3930,0,31,F,25185.35,SENP,11,388,19
C3931,0,41,F,116799.83,SENP,2,545,30
C3932,0,23,F,435657.48,SENP,9,660,19
C3933,0,41,F,56679.15,PROF,19,156,16
C3934,0,36,F,49523.56,PROF,6,717,2
C3935,0,36,F,433696.8,PROF,2,210,15
